month,loan_id,borrower_feat_1,borrower_feat_2,borrower_feat_3,borrower_feat_4,borrower_feat_5,borrower_feat_6,borrower_feat_7,borrower_feat_8,borrower_feat_9,borrower_feat_10,borrower_feat_11,borrower_feat_12,macro_1,macro_2,macro_3,macro_4,macro_5,macro_6,credit_util,num_past_defaults,default
2022-03-06,1,-0.13644746335417146,-1.5135892365076349,-0.7848096520566621,-1.2695243950847461,-0.18199397769722025,-0.40596663047597015,-0.578172568143155,-1.0234451183737914,1.3111046191440774,-0.9253798672328762,0.5892004948412789,1.0753140445512661,0.18674745990686023,-0.41876656916989086,-0.7180999485693973,0.05380302961396699,0.5342766776347772,0.26926231187864935,0.48900844878407085,1,0
2023-08-27,2,-1.617833905558322,0.8133714317187801,1.1708891271568382,0.29253339556554475,0.6683404144669949,1.0026749205405792,1.0111256623776852,1.61027207726506,1.0836239872007138,-0.6893618553747576,-0.9697067921538676,0.47330439433674687,-0.07021357216087454,0.9722376837465007,0.003714862459710422,0.4705193713976146,-0.19651853058078317,0.5369530773320427,0.14393992702435937,1,0
2021-12-26,3,0.4473993464667924,0.04844371450048862,1.452437038690943,1.9257349101260617,-1.1051115611141564,-0.4625850973263559,-0.6101641994613419,-2.4229561571332,0.254671908879458,1.552564790516084,-0.12656461588516554,-1.1384778090117198,0.7743073434520029,0.5779947286864808,-0.015201538937004766,-0.1120465512537045,1.1866462341901842,0.7296738737727376,0.6087344872082945,0,1
2020-06-28,4,-0.7555033345997547,-0.45604062048444605,0.420673188112789,0.6918214101400879,0.02503210378212245,-0.048909043932214624,0.7872256788832093,0.07831128130527337,-0.2876672204883539,-0.6747775150836572,0.3498344524289957,1.0284055103514558,0.441904808415734,-0.26391885954492,1.1487510110287413,-0.05053843848686096,1.1958324333992787,0.9008043670551366,0.35868586875391745,0,0
2022-04-03,5,-1.1016619153794023,0.47023050542382966,1.2827645665475826,0.438455878592935,-2.0400913159152934,0.8908434249008343,-0.3235175407482535,-1.3805582082447792,0.3151047261749116,1.3469022177547478,1.4781262876232444,0.83832825986185,-0.5849651269370658,0.28544605901681186,0.3715103180968359,0.9649174262420727,0.13189661661791402,0.5744887797150805,0.28104180809193496,0,1
2021-08-01,6,0.63629316843861,0.3953830676390395,-0.3878135107947025,-1.5349662629420144,0.14734740073485691,1.9775525704746322,-1.0396233350030044,0.012408145312511276,2.1726177812624776,1.291970859267428,-0.8250998095261304,1.9601113924935185,-0.3248848529874908,-0.23392750915540458,-0.32185995814358676,-0.36501028483458997,0.7177756706344022,0.3283045576516851,0.3091637445156056,0,0
2023-10-29,7,-0.2791084748996939,1.577812817346032,1.9676737752082047,1.0861347767459903,-0.03534606995815637,0.7664540858820297,1.1516539275052697,-0.00031144592973886276,0.34769219907006577,-0.578392588139896,0.2621855712497012,0.8744551228677432,-0.9419446837247211,0.9412844763096806,-0.36393677628449134,-1.1494796013061002,0.6486014017450207,0.4906370627423479,0.29378606995422524,0,0
2020-08-09,8,1.0277044066056897,0.5912584468030025,0.4690221359548532,0.8025021246580216,1.1910714744381143,0.645572384056695,-0.7074881773808726,0.6485609779205486,1.0011251649438193,0.2516472761910687,-0.2170165927953258,1.325146959259003,-0.28520588593227814,1.6429942111964657,0.4329770731482856,0.9869750680344579,0.060759079412311845,0.9675132835610777,0.3309327082048572,0,0
2022-03-06,9,-0.7889407687590703,-0.19280158771876854,1.2887596535520687,1.1674277708648262,-0.4671931329367347,0.5482956748705048,0.10956672044576857,0.2925506309433989,2.989800163970722,0.5904662446851889,-0.4119695200837469,2.1883179936621073,-0.8788937684961352,-0.4738259862315901,0.7289754265084671,-0.650357064934622,1.1086236691617068,0.14346589714465663,0.141103290807481,0,0
2022-07-17,10,-0.4708289765138265,0.8342105637003203,1.210157047059954,-0.9038567193757395,0.6709608232151347,1.3921267381752327,-1.2993086781155325,1.4468848955848685,2.0277268396539796,1.9048352531416912,0.6749005380742229,2.9837456345679794,0.4919139916905898,-0.2760987642070355,0.2219405250266065,1.0181881790945222,1.4092753041439225,1.1499858016580298,0.18661197402029503,0,0
2024-03-31,11,1.1502960263013935,0.2703484362884824,-0.9604418253683429,-0.39986750245722746,0.12157262426512838,-0.11924083809708885,-1.3781173947526897,1.1403070400562516,0.8490900655746969,-0.048957242567093884,0.9675392268863424,0.9769882568354541,-0.0017397422482261504,0.6548753506352273,0.1530512912899186,0.5630972409198389,0.1875205896522778,1.3726958823877902,0.35070252781588895,0,0
2024-04-28,12,0.2798426609976086,-0.6254785451207068,1.8340324662727685,-1.485769405593918,0.07491356373021474,-0.4053140414592573,1.5384348314404253,1.339438903016347,0.7540427135604599,-0.08780256678271507,0.37382091232161063,-0.2536439982455183,0.9744235079703897,0.4764044222651702,0.29827163168950205,0.17172886241539595,0.5043952124186203,0.13382462479557644,0.2777860828665616,0,0
2021-08-22,13,-1.4773280409061398,0.2514546304872237,0.21555666693436082,-1.5700590921244675,-0.2688270653922703,2.352375453564756,0.1397887546838029,-0.9111640268128138,2.440377975545868,0.7608642159266962,0.8966705783063595,2.423215521959257,-0.6579142535946789,-0.32397645978087053,0.9088297261407141,0.46700928243062617,0.40599622195877744,0.9323336678238179,0.3272542137897056,0,0
2024-02-04,14,0.257760882860111,0.7309420774066887,1.202504676602295,-0.5769182668360738,0.800285816417426,1.4142139437368044,-0.10577518988831784,0.3681601234395421,0.6578155250126626,-0.7315623445969477,-0.601685401520738,-2.405503181215471,-0.4609067401172673,0.033432547157331655,0.5486926544044981,0.008235541475494101,1.1083411105478373,0.36527295281611116,0.31583251205527196,0,0
2021-11-21,15,1.4812385485888035,0.5722824302321468,-0.4098803845833263,0.46776537431693677,0.3389806477435163,0.2982124233625151,-0.4226534554397263,1.1267800833912518,1.0081076973799985,0.009295523577968952,0.9912262540708845,-0.041633171676402236,0.0433494706911977,0.2339727625482437,0.3067823098002719,-0.14171899870866334,1.2142673962244155,-0.2678003180955466,0.38039034509984193,1,0
2022-06-12,16,-0.47857744462146706,0.8303130546318823,0.5206228122585896,-0.41641930253145876,-0.45745543799394206,0.3579118098091325,-0.7780270424215433,0.5870240131464445,0.8113848527490637,-2.1656300891159415,1.1038598166993319,0.1976030100111531,-0.2858233325929332,0.04133658362674268,-0.039717728600921154,0.8388357209603459,-0.19021509080944599,0.8570683734619917,0.49049914295140784,0,0
2022-02-13,17,0.5980576964529088,-0.026485209007191535,1.3632488669309544,-0.6691471912654071,0.6318649378307463,0.4442059948593656,0.5830232735736647,-0.08643744758173377,2.6393422883474855,2.330744569443455,1.1380973108912888,1.747343361690361,-0.255860145051978,-0.0420397257111402,0.7470110633228559,0.13768047744919726,-0.4047426562297416,0.9084771682977597,0.3431562936308725,0,0
2022-03-13,18,-0.849386915155905,0.8176119614339432,-0.07930278732774143,0.33943617604086196,0.8063504683134838,-0.30557748328335577,1.4204024283307524,-0.2552630917003872,0.9921407473044449,1.6107101663654544,-1.6033001442419899,0.8417765386457567,-0.2504536554040072,-0.5252044785590269,0.6628645879076474,1.4614043891572732,0.526815710559775,0.754576516141737,0.1607249196904685,1,0
